index,Sea,Lge,Date,HT,AT,HS,AS,GD,WDL,Round,HT_H_Off_Rating,HT_H_Def_Rating,HT_A_Off_Rating,HT_A_Def_Rating,AT_H_Off_Rating,AT_H_Def_Rating,AT_A_Off_Rating,AT_A_Def_Rating,HT_EG,AT_EG
21054, 19-20,BEL1,26/07/2019,Genk,Kortrijk,2,1,1,W,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.526950647242026,0.9213797725638324
21055, 19-20,BEL1,27/07/2019,Cercle Brugge,Standard,0,2,-2,L,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.526950647242026,0.9213797725638324
21056, 19-20,BEL1,27/07/2019,St Truiden,Mouscron,0,1,-1,L,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.526950647242026,0.9213797725638324
21057, 19-20,BEL1,27/07/2019,Waregem,Mechelen,0,2,-2,L,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.526950647242026,0.9213797725638324
21058, 19-20,BEL1,27/07/2019,Waasland-Beveren,Club Brugge,1,3,-2,L,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.526950647242026,0.9213797725638324
21059, 19-20,BEL1,28/07/2019,Anderlecht,Oostende,1,2,-1,L,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.526950647242026,0.9213797725638324
21060, 19-20,BEL1,28/07/2019,Charleroi,Gent,1,1,0,D,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.526950647242026,0.9213797725638324
21061, 19-20,BEL1,28/07/2019,Eupen,Antwerp,1,4,-3,L,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.526950647242026,0.9213797725638324
21062, 19-20,BEL1,02/08/2019,Club Brugge,St Truiden,6,0,6,W,2,0.0,0.0,0.4896770781486234,-0.3597864549047754,-0.7877956760621361,0.028959976591075715,0.0,0.0,1.526950647242026,0.9213797725638324
21063, 19-20,BEL1,03/08/2019,Standard,Waregem,4,0,4,W,2,0.0,0.0,0.25409913481618224,-1.0425571409032446,-0.7877956760621361,0.39731272162209913,0.0,0.0,1.526950647242026,0.9213797725638324
21064, 19-20,BEL1,03/08/2019,Kortrijk,Charleroi,1,1,0,D,2,0.0,0.0,0.018521191483741123,0.32298423109369373,-0.27186827691203885,0.028959976591075715,0.0,0.0,1.526950647242026,0.9213797725638324
21065, 19-20,BEL1,03/08/2019,Oostende,Cercle Brugge,3,1,2,W,2,0.0,0.0,0.25409913481618224,-0.3597864549047754,-0.7877956760621361,0.39731272162209913,0.0,0.0,1.526950647242026,0.9213797725638324
21066, 19-20,BEL1,03/08/2019,Mechelen,Genk,3,1,2,W,2,0.0,0.0,0.25409913481618224,-1.0425571409032446,0.2440591222380584,0.028959976591075715,0.0,0.0,1.526950647242026,0.9213797725638324
21067, 19-20,BEL1,04/08/2019,Gent,Eupen,6,1,5,W,2,0.0,0.0,0.018521191483741123,-0.3597864549047754,-0.27186827691203885,1.134018211684146,0.0,0.0,1.526950647242026,0.9213797725638324
21068, 19-20,BEL1,04/08/2019,Mouscron,Anderlecht,0,0,0,D,2,0.0,0.0,0.018521191483741123,-1.0425571409032446,-0.27186827691203885,0.39731272162209913,0.0,0.0,1.526950647242026,0.9213797725638324
21069, 19-20,BEL1,04/08/2019,Antwerp,Waasland-Beveren,4,1,3,W,2,0.0,0.0,0.7252550214810646,-0.3597864549047754,-0.27186827691203885,0.7656654666531226,0.0,0.0,1.526950647242026,0.9213797725638324
21070, 19-20,BEL1,09/08/2019,Anderlecht,Mechelen,0,0,0,D,3,-0.27186827691203885,0.39731272162209913,-0.21705675184870002,-1.0425571409032446,0.7599865213881556,0.028959976591075715,0.25409913481618224,-1.0425571409032446,1.4386536553993399,0.9968712234871918
21071, 19-20,BEL1,10/08/2019,Oostende,Club Brugge,0,2,-2,L,3,0.7599865213881556,0.028959976591075715,0.25409913481618224,-0.3597864549047754,2.3077687188384473,-0.33939276843994776,0.4896770781486234,-0.3597864549047754,1.5544296065330856,0.9811158009612475
21072, 19-20,BEL1,10/08/2019,Eupen,Waasland-Beveren,1,1,0,D,3,-0.27186827691203885,1.134018211684146,0.018521191483741123,3.05406697508757,-0.27186827691203885,0.7656654666531226,0.018521191483741123,1.688525603090632,1.6254204794087717,1.0580431174397884
21073, 19-20,BEL1,10/08/2019,Cercle Brugge,Kortrijk,1,3,-2,L,3,-0.7877956760621361,0.39731272162209913,0.018521191483741123,1.005754917092163,-0.27186827691203885,0.028959976591075715,0.018521191483741123,0.32298423109369373,1.4953799417297027,0.9690467019984557
21074, 19-20,BEL1,10/08/2019,Genk,Waregem,0,2,-2,L,3,0.2440591222380584,0.028959976591075715,0.018521191483741123,1.005754917092163,-0.7877956760621361,0.39731272162209913,-0.21705675184870002,1.688525603090632,1.6620889515175803,0.9004222768251365
21075, 19-20,BEL1,11/08/2019,St Truiden,Standard,2,1,1,W,3,-0.7877956760621361,0.028959976591075715,-0.21705675184870002,3.05406697508757,1.2759139205382528,-0.33939276843994776,0.25409913481618224,-1.0425571409032446,1.4048399025877556,0.9536262820366183
21076, 19-20,BEL1,11/08/2019,Charleroi,Antwerp,2,1,1,W,3,-0.27186827691203885,0.028959976591075715,0.018521191483741123,-0.3597864549047754,1.2759139205382528,0.028959976591075715,0.7252550214810646,-0.3597864549047754,1.484139399225692,1.0092001044572194
21077, 19-20,BEL1,11/08/2019,Mouscron,Gent,2,1,1,W,3,-0.7877956760621361,-0.33939276843994776,0.018521191483741123,-1.0425571409032446,2.3077687188384473,0.028959976591075715,0.018521191483741123,-0.3597864549047754,1.449691745917043,0.885853890663484
21078, 19-20,BEL1,16/08/2019,Club Brugge,Eupen,0,0,0,D,4,2.3077687188384473,-0.33939276843994776,0.7297037222520943,-1.4211054236937006,-0.5945398382286133,1.1126378700450419,0.018521191483741123,3.05406697508757,1.915548710589182,0.885853890663484
21079, 19-20,BEL1,17/08/2019,Kortrijk,Anderlecht,4,2,2,W,4,-0.27186827691203885,0.028959976591075715,0.4969689924311834,-0.015246671550977031,-1.0141091156200006,0.0301124700081572,-0.21705675184870002,-1.0425571409032446,1.4386536553993399,0.9004222768251365
21080, 19-20,BEL1,17/08/2019,Mechelen,Cercle Brugge,3,1,2,W,4,0.7599865213881556,0.028959976591075715,0.019258262219775307,-2.0248276841144572,-1.0433757609898682,1.1454199439707782,0.018521191483741123,1.005754917092163,1.6501853298168268,0.9267293741652649
21081, 19-20,BEL1,17/08/2019,Waasland-Beveren,Genk,0,4,-4,L,4,-0.27186827691203885,0.7656654666531226,0.004847513252672424,1.2615068333272135,-0.6134581076745189,0.43399244929749947,0.018521191483741123,1.005754917092163,1.5775476011656568,1.012815894837718
21082, 19-20,BEL1,18/08/2019,Standard,Mouscron,4,1,3,W,4,1.2759139205382528,-0.33939276843994776,0.2650237599186744,-0.6361992729141708,-0.5038765698022852,-0.2973467357312307,0.018521191483741123,-1.0425571409032446,1.5429406133105497,0.885853890663484
21083, 19-20,BEL1,18/08/2019,Antwerp,St Truiden,2,0,2,W,4,1.2759139205382528,0.028959976591075715,0.7230876797945892,-0.00757195863451865,-0.4807362749263183,0.04604186290018186,-0.21705675184870002,3.05406697508757,1.8376380487996142,0.9004222768251365
21084, 19-20,BEL1,18/08/2019,Gent,Oostende,2,0,2,W,4,2.3077687188384473,0.028959976591075715,0.045411497160637526,0.01594788924606494,-0.04198630267236825,0.40426876817573587,0.25409913481618224,-0.3597864549047754,1.6631896782359128,0.9536262820366183
21085, 19-20,BEL1,19/08/2019,Waregem,Charleroi,3,1,2,W,4,-0.7877956760621361,0.39731272162209913,0.04197950671100262,0.5536999894724974,-0.005721658830543486,0.02557109285968679,0.018521191483741123,-0.3597864549047754,1.449691745917043,0.9690467019984557
21086, 19-20,BEL1,23/08/2019,Genk,Anderlecht,1,0,1,W,5,-0.6134581076745189,0.43399244929749947,0.7222358793332301,-0.07134834075095209,-1.0141091156200006,0.0301124700081572,0.04197950671100262,0.7062550598794195,1.5332981209978063,0.9760931727277022
