index,Sea,Lge,Date,HT,AT,HS,AS,GD,WDL,Round,HT_H_Off_Rating,HT_H_Def_Rating,HT_A_Off_Rating,HT_A_Def_Rating,AT_H_Off_Rating,AT_H_Def_Rating,AT_A_Off_Rating,AT_A_Def_Rating,HT_EG,AT_EG
26409, 19-20,AUS1,11/10/2019,Adelaide United,Sydney FC,2,3,-1,L,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4936222415198727,1.5642659205172527
26410, 19-20,AUS1,12/10/2019,Western Sydney Wanderers,Central Coast Mariners,2,1,1,W,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4936222415198727,1.5642659205172527
26411, 19-20,AUS1,12/10/2019,Melbourne Victory,Melbourne City FC,0,0,0,D,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4936222415198727,1.5642659205172527
26412, 19-20,AUS1,13/10/2019,Wellington Phoenix,Western United,0,1,-1,L,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4936222415198727,1.5642659205172527
26413, 19-20,AUS1,13/10/2019,Perth Glory,Brisbane Roar,1,1,0,D,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4936222415198727,1.5642659205172527
26414, 19-20,AUS1,18/10/2019,Melbourne Victory,Western Sydney Wanderers,1,2,-1,L,2,-0.24892231539857398,-0.12045064266111596,0.0,0.0,0.7596315724170852,-0.04344925748660114,0.0,0.0,0.4735377705973082,1.3597363824224784
26415, 19-20,AUS1,19/10/2019,Western United,Perth Glory,1,1,0,D,2,0.0,0.0,-0.0030993351465381067,-0.1713013562453931,0.2553546285092556,-0.04344925748660114,0.0,0.0,0.4936222415198727,1.5642659205172527
26416, 19-20,AUS1,19/10/2019,Central Coast Mariners,Newcastle United Jets,1,1,0,D,1,0.0,0.0,-0.0030993351465381067,0.5227571437036886,0.0,0.0,0.0,0.0,0.4936222415198727,1.5642659205172527
26417, 19-20,AUS1,20/10/2019,Melbourne City FC,Adelaide United,2,1,1,W,2,0.0,0.0,-0.008592020481312534,-0.1713013562453931,0.7596315724170852,0.11055351286242851,0.0,0.0,0.4936222415198727,1.5642659205172527
26418, 19-20,AUS1,20/10/2019,Sydney FC,Wellington Phoenix,2,1,1,W,2,0.0,0.0,0.007886035523010749,0.5227571437036886,-0.24892231539857398,-0.04344925748660114,0.0,0.0,0.4936222415198727,1.5642659205172527
