index,Sea,Lge,Date,HT,AT,HS,AS,GD,WDL,Round,HT_H_Off_Rating,HT_H_Def_Rating,HT_A_Off_Rating,HT_A_Def_Rating,AT_H_Off_Rating,AT_H_Def_Rating,AT_A_Off_Rating,AT_A_Def_Rating,HT_EG,AT_EG
25527, 19-20,RUS1,12/07/2019,Arsenal Tula,Dinamo Moscow,1,1,0,D,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1827806043840907,0.3498505878352555
25528, 19-20,RUS1,13/07/2019,FK Ural,FC Ufa,3,2,1,W,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1827806043840907,0.3498505878352555
25529, 19-20,RUS1,13/07/2019,Spartak Moscow,Sochi,1,0,1,W,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1827806043840907,0.3498505878352555
25530, 19-20,RUS1,13/07/2019,FK Rostov,FC Orenburg,2,1,1,W,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1827806043840907,0.3498505878352555
25531, 19-20,RUS1,14/07/2019,Krylia Sovetov,CSKA Moscow,2,0,2,W,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1827806043840907,0.3498505878352555
25532, 19-20,RUS1,14/07/2019,Zenit St Petersburg,Tambov,2,1,1,W,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1827806043840907,0.3498505878352555
25533, 19-20,RUS1,14/07/2019,Terek Grozny,FK Krasnodar,1,0,1,W,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1827806043840907,0.3498505878352555
25534, 19-20,RUS1,15/07/2019,Lokomotiv Moscow,Rubin Kazan,1,1,0,D,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1827806043840907,0.3498505878352555
25535, 19-20,RUS1,20/07/2019,FC Ufa,FK Krasnodar,2,3,-1,L,2,0.0,0.0,1.7622825355519207,0.5890370951248964,0.0,0.0,-0.373624095157446,-0.059246867225455184,1.1780919156599585,0.3412599901435822
25536, 19-20,RUS1,20/07/2019,Krylia Sovetov,Arsenal Tula,2,3,-1,L,2,0.831560406166506,-0.5089619039964549,0.0,0.0,-0.18598813786895266,0.9458360060077003,0.0,0.0,1.2499404564597918,0.338196733742104
25537, 19-20,RUS1,20/07/2019,CSKA Moscow,FC Orenburg,2,1,1,W,2,0.0,0.0,-0.373624095157446,0.2648951139497206,0.0,0.0,0.6943292201972373,0.2648951139497206,1.2039010804796124,0.3663480575952484
25538, 19-20,RUS1,20/07/2019,FK Rostov,Spartak Moscow,2,2,0,D,2,0.831560406166506,0.9458360060077003,0.0,0.0,-0.18598813786895266,-0.5089619039964549,0.0,0.0,1.2499404564597918,0.37249874709094016
25539, 19-20,RUS1,21/07/2019,FK Ural,Terek Grozny,3,0,3,W,2,1.8491089502019644,2.4006339160118557,0.0,0.0,-0.18598813786895266,-0.5089619039964549,0.0,0.0,1.3355108972009395,0.409973918442915
