index,Sea,Lge,Date,HT,AT,HS,AS,GD,WDL,Round,HT_H_Off_Rating,HT_H_Def_Rating,HT_A_Off_Rating,HT_A_Def_Rating,AT_H_Off_Rating,AT_H_Def_Rating,AT_A_Off_Rating,AT_A_Def_Rating,HT_EG,AT_EG
46059, 19-20,USA2,09/03/2019,Tacoma Defiance,Rio Grande Valley FC,1,0,1,W,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2644719018403208,1.7372867082320134
46060, 19-20,USA2,09/03/2019,New York Red Bulls II,Swope Park Rangers,3,1,2,W,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2644719018403208,1.7372867082320134
46061, 19-20,USA2,09/03/2019,Saint Louis FC,Indy Eleven,2,1,1,W,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2644719018403208,1.7372867082320134
46062, 19-20,USA2,09/03/2019,North Carolina FC,Louisville City FC,4,1,3,W,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2644719018403208,1.7372867082320134
46063, 19-20,USA2,09/03/2019,Reno 1868 FC,Orange County SC,2,2,0,D,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2644719018403208,1.7372867082320134
46064, 19-20,USA2,10/03/2019,Memphis 901,Tampa Bay Rowdies,0,1,-1,L,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2644719018403208,1.7372867082320134
46065, 19-20,USA2,10/03/2019,Atlanta United FC II,Hartford Athletic,2,0,2,W,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2644719018403208,1.7372867082320134
46066, 19-20,USA2,10/03/2019,Charleston Battery,Ottawa Fury,1,1,0,D,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2644719018403208,1.7372867082320134
46067, 19-20,USA2,10/03/2019,Nashville SC,Loudoun United,2,0,2,W,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2644719018403208,1.7372867082320134
46068, 19-20,USA2,10/03/2019,Tulsa Roughnecks,Portland Timbers 2,1,1,0,D,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2644719018403208,1.7372867082320134
46069, 19-20,USA2,10/03/2019,San Antonio Scorpions,Phoenix Rising,3,3,0,D,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2644719018403208,1.7372867082320134
46070, 19-20,USA2,10/03/2019,El Paso Locomotive,OKC Energy FC,1,3,-2,L,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2644719018403208,1.7372867082320134
46071, 19-20,USA2,10/03/2019,New Mexico United,Fresno FC,1,1,0,D,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2644719018403208,1.7372867082320134
46072, 19-20,USA2,10/03/2019,Los Angeles Galaxy II,Colorado Springs Switchbacks,1,4,-3,L,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2644719018403208,1.7372867082320134
46073, 19-20,USA2,10/03/2019,Las Vegas Lights FC,Austin Bold,0,0,0,D,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2644719018403208,1.7372867082320134
46074, 19-20,USA2,10/03/2019,Sacramento Republic,Real Monarchs SLC,1,1,0,D,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2644719018403208,1.7372867082320134
46075, 19-20,USA2,10/03/2019,Birmingham Legion,Bethlehem Steel FC,0,2,-2,L,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2644719018403208,1.7372867082320134
