index,Sea,Lge,Date,HT,AT,HS,AS,GD,WDL,Round,HT_H_Off_Rating,HT_H_Def_Rating,HT_A_Off_Rating,HT_A_Def_Rating,AT_H_Off_Rating,AT_H_Def_Rating,AT_A_Off_Rating,AT_A_Def_Rating,HT_EG,AT_EG
19725, 19-20,FRA2,26/07/2019,AC Ajaccio,Havre AC,2,2,0,D,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9633862249767594,0.9519726556468758
19726, 19-20,FRA2,26/07/2019,Nancy,Orleans,0,0,0,D,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9633862249767594,0.9519726556468758
19727, 19-20,FRA2,26/07/2019,Clermont,LB Chateauroux,3,0,3,W,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9633862249767594,0.9519726556468758
19728, 19-20,FRA2,26/07/2019,Guingamp,Grenoble,3,3,0,D,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9633862249767594,0.9519726556468758
19729, 19-20,FRA2,26/07/2019,FC Chambly,Valenciennes,1,0,1,W,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9633862249767594,0.9519726556468758
19730, 19-20,FRA2,26/07/2019,Chamois Niortais,Troyes,0,2,-2,L,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9633862249767594,0.9519726556468758
19731, 19-20,FRA2,26/07/2019,Sochaux,Caen,0,0,0,D,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9633862249767594,0.9519726556468758
19732, 19-20,FRA2,26/07/2019,Rodez AF,Auxerre,2,0,2,W,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9633862249767594,0.9519726556468758
19733, 19-20,FRA2,27/07/2019,Le Mans,Lens,1,2,-1,L,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9633862249767594,0.9519726556468758
19734, 19-20,FRA2,29/07/2019,Lorient,Paris FC,3,0,3,W,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9633862249767594,0.9519726556468758
19735, 19-20,FRA2,02/08/2019,Havre AC,Chamois Niortais,1,1,0,D,2,0.0,0.0,0.4779719705947341,0.36539107884181843,-0.6995690626057557,1.1227028062431683,0.0,0.0,0.9633862249767594,0.9519726556468758
19736, 19-20,FRA2,02/08/2019,Auxerre,Le Mans,2,0,2,W,2,0.0,0.0,-0.4341644792223337,0.36539107884181843,0.026587326668579214,1.1227028062431683,0.0,0.0,0.9633862249767594,0.9519726556468758
19737, 19-20,FRA2,02/08/2019,Troyes,Clermont,1,2,-1,L,2,0.0,0.0,0.4779719705947341,-0.33957944662438316,1.478900105217249,-1.019803898934713,0.0,0.0,0.9633862249767594,0.9519726556468758
19738, 19-20,FRA2,02/08/2019,Paris FC,Sochaux,1,1,0,D,2,0.0,0.0,-0.4341644792223337,0.7178763415749192,-0.6995690626057557,-1.019803898934713,0.0,0.0,0.9633862249767594,0.9519726556468758
19739, 19-20,FRA2,02/08/2019,Valenciennes,Nancy,1,1,0,D,2,0.0,0.0,-0.4341644792223337,0.012905816108717603,-0.6995690626057557,-1.019803898934713,0.0,0.0,0.9633862249767594,0.9519726556468758
19740, 19-20,FRA2,02/08/2019,Grenoble,AC Ajaccio,0,1,-1,L,2,0.0,0.0,0.9340401955032681,0.7178763415749192,0.7527437159429142,1.1227028062431683,0.0,0.0,0.9633862249767594,0.9519726556468758
19741, 19-20,FRA2,02/08/2019,LB Chateauroux,Rodez AF,0,0,0,D,2,0.0,0.0,-0.4341644792223337,0.7178763415749192,0.7527437159429142,-1.019803898934713,0.0,0.0,0.9633862249767594,0.9519726556468758
19742, 19-20,FRA2,02/08/2019,Orleans,FC Chambly,0,1,-1,L,2,0.0,0.0,-0.4341644792223337,-0.33957944662438316,0.026587326668579214,-1.019803898934713,0.0,0.0,0.9633862249767594,0.9519726556468758
19743, 19-20,FRA2,03/08/2019,Lens,Guingamp,2,0,2,W,2,0.0,0.0,0.4779719705947341,0.012905816108717603,1.478900105217249,2.1939561588321093,0.0,0.0,0.9633862249767594,0.9519726556468758
19744, 19-20,FRA2,05/08/2019,Caen,Lorient,1,2,-1,L,2,0.0,0.0,-0.4341644792223337,-0.33957944662438316,1.478900105217249,-1.019803898934713,0.0,0.0,0.9633862249767594,0.9519726556468758
19745, 19-20,FRA2,09/08/2019,AC Ajaccio,Caen,1,2,-1,L,3,0.7527437159429142,1.1227028062431683,0.02190374568620024,-0.33957944662438316,0.026587326668579214,1.1227028062431683,-0.4341644792223337,-0.33957944662438316,0.9914441786399888,0.9549636337349439
19746, 19-20,FRA2,09/08/2019,Nancy,Lorient,1,1,0,D,3,-0.6995690626057557,-1.019803898934713,0.02190374568620024,0.012905816108717603,1.478900105217249,-1.019803898934713,0.4779719705947341,0.012905816108717603,0.9181000417053166,0.9496240046784108
19747, 19-20,FRA2,09/08/2019,Guingamp,Orleans,1,0,1,W,3,1.478900105217249,2.1939561588321093,-0.4341644792223337,0.36539107884181843,-0.6995690626057557,0.051449453654227796,-0.4341644792223337,-0.33957944662438316,1.0422380139680618,0.9596313715056076
19748, 19-20,FRA2,09/08/2019,Troyes,Havre AC,1,2,-1,L,3,0.026587326668579214,1.1227028062431683,0.4779719705947341,-0.33957944662438316,0.026587326668579214,0.051449453654227796,0.4779719705947341,0.36539107884181843,0.9899906089775542,0.9589369580331434
19749, 19-20,FRA2,09/08/2019,FC Chambly,Grenoble,0,0,0,D,3,0.026587326668579214,-1.019803898934713,0.02190374568620024,-0.33957944662438316,-0.6995690626057557,0.051449453654227796,0.9340401955032681,0.7178763415749192,1.0143837727758254,0.9516006043964375
19750, 19-20,FRA2,09/08/2019,Chamois Niortais,LB Chateauroux,3,0,3,W,3,-0.6995690626057557,1.1227028062431683,0.02190374568620024,0.012905816108717603,-0.6995690626057557,-1.019803898934713,-0.4341644792223337,0.7178763415749192,0.9646165665555912,0.9549636337349439
